"","","","/表頭_項目_db","事業所数","合計","衣料品計","紳士服・洋品","婦人・子供服・洋品","その他の衣料品","身の回り品","飲食料品","その他計","家具","家庭用電気機械器具","家庭用品","その他の商品","食堂・喫茶","商品券販売額","営業日数","従業者数","売場面積"
"地域_db","表側_項目_db","時間軸_db","/単位_db","店","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","日","人","千平方m"
"愛知県","合計(百貨店＋スーパー)","2020年4～6月","","332","306364","40180","7334","21162","2402","9282","215301","50884","1174","3810","7061","38136","703","1632","90.1","35921","1716"
"愛知県","合計(百貨店＋スーパー)","2020年7～9月","","334","336533","52954","7922","27881","2827","14324","222086","61493","1541","4223","6361","47900","1468","2028","91.7","36616","1709"
"愛知県","合計(百貨店＋スーパー)","2020年10～12月","","335","370594","67636","12149","35715","3661","16111","235041","67916","1816","4489","6760","53168","1683","2839","91.6","37440","1720"
"愛知県","合計(百貨店＋スーパー)","2020年1月","","315","117976","26192","4565","13346","1050","7231","70346","21438","478","1242","2846","15988","884","691","30.3","33791","1704"
"愛知県","合計(百貨店＋スーパー)","2020年2月","","315","105237","17757","2771","9284","910","4792","68324","19157","580","967","2327","14578","704","532","29.1","33261","1706"
"愛知県","合計(百貨店＋スーパー)","2020年3月","","334","109020","17455","2611","9391","889","4564","71525","20040","710","1124","2442","15312","452","627","30.4","34931","1744"
"愛知県","合計(百貨店＋スーパー)","2020年4月","","332","91026","7035","1205","3705","494","1631","70125","13865","306","988","1907","10560","103","279","29.9","35011","1725"
"愛知県","合計(百貨店＋スーパー)","2020年5月","","334","100600","10881","2118","5685","805","2273","73461","16257","413","1288","2188","12235","134","341","30.3","35697","1735"
"愛知県","合計(百貨店＋スーパー)","2020年6月","","332","114739","22264","4011","11772","1103","5378","71714","20761","455","1534","2966","15341","466","1012","29.9","35921","1716"
"愛知県","合計(百貨店＋スーパー)","2020年7月","","333","115072","19647","2999","10244","1048","5356","74514","20911","457","1526","2219","16175","534","1075","30.7","36150","1722"
"愛知県","合計(百貨店＋スーパー)","2020年8月","","333","113699","16059","2464","8229","905","4461","76826","20815","545","1553","2190","16091","435","497","31","36654","1722"
"愛知県","合計(百貨店＋スーパー)","2020年9月","","334","107761","17248","2459","9408","874","4507","70746","19767","539","1144","1951","15634","499","456","30","36616","1709"
"愛知県","合計(百貨店＋スーパー)","2020年10月","","332","112436","21702","3770","11692","1174","5066","71028","19707","700","1163","1911","15375","558","467","30.7","36436","1705"
"愛知県","合計(百貨店＋スーパー)","2020年11月","","335","114804","21323","3900","11392","1100","4932","72419","21061","498","1451","1997","16565","550","1013","30","37163","1716"
"愛知県","合計(百貨店＋スーパー)","2020年12月","","335","143353","24611","4479","12631","1388","6114","91594","27148","618","1874","2852","21228","576","1359","30.9","37440","1720"
"愛知県","百貨店","2018年","","12","449932","214407","30844","110367","7755","65441","110356","125170","5133","113","14395","95013","10516","8232","362.6","3405","373"
"愛知県","百貨店","2019年","","11","433890","206592","28788","106856","6904","64045","107349","119949","5217","67","13488","90992","10186","7586","362","3278","356"
"愛知県","百貨店","2020年","","9","324899","150754","21185","81922","5065","42582","86093","88052","4116","96","10384","67579","5876","5925","358.2","2958","325"
"愛知県","百貨店","2018年度","","11","446730","212199","30532","109102","7439","65126","109744","124788","5416","103","14096","94636","10537","8005","362.7","3328","356"
"愛知県","百貨店","2019年度","","11","416615","197361","27488","101678","6666","61529","104573","114681","4805","70","12886","87286","9634","7409","360.8","3240","356"
"愛知県","百貨店","2020年1～3月","","11","93331","44409","6097","23239","1529","13545","24162","24760","1336","28","2707","18655","2034","1100","87.6","3240","356"
"愛知県","百貨店","2020年4～6月","","10","50941","23146","3360","12946","900","5940","13986","13808","594","26","1601","10888","699","1193","86.9","3144","341"
"愛知県","百貨店","2020年7～9月","","9","79157","36236","4542","20066","1151","10477","20014","22907","1037","17","2936","17454","1464","1449","91.8","2999","325"
"愛知県","百貨店","2020年10～12月","","9","101470","46963","7185","25672","1486","12620","27930","26577","1150","25","3140","20583","1679","2183","91.9","2958","325"
"愛知県","百貨店","2020年1月","","11","37772","19589","2883","10133","539","6033","9189","8994","323","3","1205","6581","882","377","30.1","3290","356"
"愛知県","百貨店","2020年2月","","11","29616","12615","1647","6556","494","3918","9072","7929","438","14","783","5992","702","342","28.9","3258","356"
"愛知県","百貨店","2020年3月","","11","25943","12205","1567","6549","495","3594","5902","7836","575","10","719","6082","450","381","28.6","3240","356"
"愛知県","百貨店","2020年4月","","10","9353","3386","439","1905","203","839","3156","2811","190","9","283","2227","102","138","28.9","3156","341"
"愛知県","百貨店","2020年5月","","10","11849","5001","744","2770","271","1216","3508","3340","192","12","364","2639","133","211","27.9","3144","341"
"愛知県","百貨店","2020年6月","","10","29739","14759","2177","8271","426","3884","7322","7658","211","5","954","6022","465","845","30.1","3144","341"
"愛知県","百貨店","2020年7月","","10","30352","13709","1768","7536","447","3957","8911","7732","281","2","1049","5868","533","851","30.9","3137","341"
"愛知県","百貨店","2020年8月","","10","22698","10395","1279","5620","344","3151","5195","7109","362","2","953","5358","433","305","30.9","3135","341"
"愛知県","百貨店","2020年9月","","9","26107","12132","1495","6909","359","3369","5909","8066","394","12","934","6229","498","293","30","2999","325"
"愛知県","百貨店","2020年10月","","9","29459","14873","2216","8310","456","3891","6540","8046","471","8","859","6152","556","344","30.9","2965","325"
"愛知県","百貨店","2020年11月","","9","30808","14622","2305","8083","414","3820","8047","8139","290","9","886","6406","549","809","30.1","2962","325"
"愛知県","百貨店","2020年12月","","9","41202","17468","2664","9279","616","4909","13342","10392","389","9","1394","8025","574","1030","30.9","2958","325"
"愛知県","スーパー","2018年","","300","948874","83662","19881","42935","6718","14128","715229","149983","2223","12521","20494","114716","30","3563","363.2","29284","1339"
"愛知県","スーパー","2019年","","304","946337","82006","19261","41933","6768","14044","716650","147681","2167","13427","20129","111933","26","3191","362.6","30594","1348"
"愛知県","スーパー","2020年","","326","1020825","71420","16166","34857","6674","13722","796530","152875","2183","15759","17413","117502","18","2424","363.3","34482","1395"
"愛知県","スーパー","2018年度","","299","943035","82923","19524","42687","6614","14098","710939","149174","2174","12658","20228","114084","29","3460","363.6","28421","1339"
"愛知県","スーパー","2019年度","","323","958265","80079","18805","40662","6710","13901","729386","148800","2160","13576","20323","112716","25","3115","363.3","31691","1388"
"愛知県","スーパー","2020年1～3月","","323","238902","16995","3850","8782","1321","3042","186032","35875","432","3305","4908","27223","6","751","89.9","31691","1388"
"愛知県","スーパー","2020年4～6月","","322","255424","17034","3974","8216","1502","3342","201314","37075","580","3784","5460","27248","3","439","90.2","32777","1375"
"愛知県","スーパー","2020年7～9月","","325","257376","16718","3380","7816","1676","3846","202072","38586","505","4207","3425","30446","4","578","91.6","33617","1384"
"愛知県","スーパー","2020年10～12月","","326","269124","20673","4963","10044","2175","3491","207111","41339","666","4463","3620","32585","4","655","91.6","34482","1395"
"愛知県","スーパー","2020年1月","","304","80204","6604","1682","3213","511","1198","61157","12444","156","1239","1641","9406","2","315","30.3","30501","1348"
"愛知県","スーパー","2020年2月","","304","75621","5141","1124","2727","416","874","59252","11227","142","953","1544","8586","2","190","29.1","30003","1349"
"愛知県","スーパー","2020年3月","","323","83077","5250","1044","2842","394","970","65623","12204","135","1113","1723","9230","2","246","30.5","31691","1388"
"愛知県","スーパー","2020年4月","","322","81673","3649","766","1800","291","791","66969","11054","116","980","1625","8334","1","141","30","31855","1384"
"愛知県","スーパー","2020年5月","","324","88751","5880","1374","2915","534","1057","69953","12918","221","1276","1823","9596","1","130","30.3","32553","1394"
"愛知県","スーパー","2020年6月","","322","85000","7505","1834","3500","677","1494","64392","13103","243","1528","2012","9319","1","168","29.9","32777","1375"
"愛知県","スーパー","2020年7月","","323","84720","5938","1231","2708","600","1399","65603","13179","176","1523","1171","10307","1","224","30.6","33013","1380"
"愛知県","スーパー","2020年8月","","323","91001","5664","1185","2608","561","1309","71631","13706","183","1552","1237","10733","1","192","31","33519","1380"
"愛知県","スーパー","2020年9月","","325","81654","5116","963","2499","515","1139","64838","11701","145","1131","1018","9405","1","163","30","33617","1384"
"愛知県","スーパー","2020年10月","","323","82977","6829","1553","3383","718","1175","64487","11661","229","1155","1052","9223","1","123","30.7","33471","1380"
"愛知県","スーパー","2020年11月","","326","83996","6702","1595","3310","686","1111","64372","12922","209","1443","1110","10159","1","204","30","34201","1391"
"愛知県","スーパー","2020年12月","","326","102151","7143","1815","3351","772","1205","78252","16756","229","1865","1458","13203","2","329","30.9","34482","1395"
"三重県","合計(百貨店＋スーパー)","2018年","","87","259669","31982","5861","16891","2722","6509","183929","43758","619","2524","4943","34591","1081","2245","363","8466","504"
"三重県","合計(百貨店＋スーパー)","2019年","","88","259401","29932","5455","15568","2657","6252","184713","44756","639","3060","4610","35381","1065","1963","362.9","9191","509"
"三重県","合計(百貨店＋スーパー)","2020年","","110","303980","25268","4432","12306","2271","6259","230799","47913","620","3188","5117","38250","738","1549","365","11672","555"
"三重県","合計(百貨店＋スーパー)","2018年度","","86","258685","31385","5755","16555","2690","6385","183274","44026","628","2661","4863","34789","1084","2207","363.2","8183","502"
"三重県","合計(百貨店＋スーパー)","2019年度","","109","265021","28816","5242","14790","2585","6198","190689","45516","622","3124","4696","36040","1034","1846","363.9","11099","552"
"三重県","合計(百貨店＋スーパー)","2020年1～3月","","109","68187","6222","1085","3176","514","1448","50642","11322","127","712","1226","9021","235","336","90.5","11099","552"
"三重県","合計(百貨店＋スーパー)","2020年4～6月","","110","76137","5827","1053","2639","617","1518","58910","11401","152","776","1460","8895","117","349","90.9","11420","555"
"三重県","合計(百貨店＋スーパー)","2020年7～9月","","110","78116","5886","905","2832","492","1658","60116","12114","146","824","1182","9784","177","381","91.9","11453","555"
"三重県","合計(百貨店＋スーパー)","2020年10～12月","","110","81540","7333","1389","3660","648","1636","61131","13076","194","876","1248","10549","209","483","91.7","11672","555"
"三重県","合計(百貨店＋スーパー)","2020年1月","","88","22472","2534","470","1314","176","574","16087","3851","49","284","409","3014","95","109","30.7","9183","509"
"三重県","合計(百貨店＋スーパー)","2020年2月","","87","20779","1810","314","939","149","407","15379","3590","39","207","376","2892","76","98","29.3","8998","506"
"三重県","合計(百貨店＋スーパー)","2020年3月","","109","24935","1878","301","923","189","466","19177","3880","40","221","441","3115","64","130","30.5","11099","552"
"三重県","合計(百貨店＋スーパー)","2020年4月","","110","24087","1267","189","501","193","384","19413","3407","33","189","456","2702","28","112","30.1","11076","554"
"三重県","合計(百貨店＋スーパー)","2020年5月","","110","25957","1865","348","855","191","470","20159","3932","54","264","492","3091","31","95","30.7","11310","554"
"三重県","合計(百貨店＋スーパー)","2020年6月","","110","26094","2695","515","1282","234","664","19337","4062","65","323","512","3103","58","141","30.1","11420","555"
"三重県","合計(百貨店＋スーパー)","2020年7月","","110","25787","2146","333","1028","170","616","19508","4133","50","296","395","3330","62","164","30.8","11477","555"
"三重県","合計(百貨店＋スーパー)","2020年8月","","110","27367","1921","308","900","171","543","21184","4263","55","309","428","3415","56","118","31","11559","555"
"三重県","合計(百貨店＋スーパー)","2020年9月","","110","24962","1819","265","904","151","499","19424","3718","42","220","359","3039","59","98","30.1","11453","555"
"三重県","合計(百貨店＋スーパー)","2020年10月","","110","25363","2458","446","1241","214","557","19069","3835","65","232","377","3096","65","101","30.7","11523","555"
"三重県","合計(百貨店＋スーパー)","2020年11月","","110","25708","2373","444","1203","217","509","19204","4131","62","280","395","3328","67","153","30.2","11576","555"
"三重県","合計(百貨店＋スーパー)","2020年12月","","110","30469","2502","499","1215","218","570","22857","5110","67","363","477","4126","77","229","30.8","11672","555"
"三重県","百貨店","2018年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","563","X"
"三重県","百貨店","2019年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","546","X"
"三重県","百貨店","2020年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","532","X"
"三重県","百貨店","2018年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","550","X"
"三重県","百貨店","2019年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","540","X"
"三重県","百貨店","2020年1～3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","540","X"
"三重県","百貨店","2020年4～6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","545","X"
"三重県","百貨店","2020年7～9月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","537","X"
"三重県","百貨店","2020年10～12月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","532","X"
"三重県","百貨店","2020年1月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","540","X"
"三重県","百貨店","2020年2月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","545","X"
"三重県","百貨店","2020年3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","540","X"
"三重県","百貨店","2020年4月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","538","X"
"三重県","百貨店","2020年5月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","540","X"
"三重県","百貨店","2020年6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","545","X"
"三重県","百貨店","2020年7月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","540","X"
"三重県","百貨店","2020年8月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","531","X"
"三重県","百貨店","2020年9月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","537","X"
"三重県","百貨店","2020年10月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","535","X"
"三重県","百貨店","2020年11月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","535","X"
"三重県","百貨店","2020年12月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","532","X"
"三重県","スーパー","2018年","","85","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","7903","X"
"三重県","スーパー","2019年","","86","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8645","X"
"三重県","スーパー","2020年","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11140","X"
"三重県","スーパー","2018年度","","84","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","7633","X"
"三重県","スーパー","2019年度","","107","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10559","X"
"三重県","スーパー","2020年1～3月","","107","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10559","X"
"三重県","スーパー","2020年4～6月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10875","X"
"三重県","スーパー","2020年7～9月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10916","X"
"三重県","スーパー","2020年10～12月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11140","X"
"三重県","スーパー","2020年1月","","86","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8643","X"
"三重県","スーパー","2020年2月","","85","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8453","X"
"三重県","スーパー","2020年3月","","107","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10559","X"
"三重県","スーパー","2020年4月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10538","X"
"三重県","スーパー","2020年5月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10770","X"
"三重県","スーパー","2020年6月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10875","X"
"三重県","スーパー","2020年7月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10937","X"
"三重県","スーパー","2020年8月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11028","X"
"三重県","スーパー","2020年9月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10916","X"
"三重県","スーパー","2020年10月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10988","X"
"三重県","スーパー","2020年11月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11041","X"
"三重県","スーパー","2020年12月","","108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11140","X"
"滋賀県","合計(百貨店＋スーパー)","2018年","","97","261229","26095","4588","13893","1786","5828","198331","36803","755","2030","3954","29059","1005","1705","362.8","11745","556"
"滋賀県","合計(百貨店＋スーパー)","2019年","","99","257024","24342","4205","12957","1692","5488","195621","37061","718","2381","3747","29221","994","1622","362.5","12080","572"
"滋賀県","合計(百貨店＋スーパー)","2020年","","102","266278","20015","3474","10126","1342","5073","208890","37373","638","2492","3860","29739","644","1357","363.1","12504","544"
"滋賀県","合計(百貨店＋スーパー)","2018年度","","97","259173","25671","4506","13670","1764","5731","197194","36308","763","2040","3909","28609","986","1637","362.4","11914","563"
"滋賀県","合計(百貨店＋スーパー)","2019年度","","103","259201","23659","4097","12576","1613","5373","198117","37426","685","2406","3732","29635","967","1613","363.8","12315","579"
"滋賀県","合計(百貨店＋スーパー)","2020年1～3月","","103","65528","5375","944","2812","350","1268","50824","9330","151","583","966","7414","217","346","90","12315","579"
"滋賀県","合計(百貨店＋スーパー)","2020年4～6月","","102","65628","4439","767","2188","290","1194","52365","8824","151","598","946","7026","103","255","90.5","11948","567"
"滋賀県","合計(百貨店＋スーパー)","2020年7～9月","","101","68115","5158","811","2510","320","1516","53298","9659","157","615","1007","7683","196","401","91.8","12173","538"
"滋賀県","合計(百貨店＋スーパー)","2020年10～12月","","102","67007","5043","952","2616","381","1094","52404","9560","178","696","942","7615","129","356","90.8","12504","544"
"滋賀県","合計(百貨店＋スーパー)","2020年1月","","99","23373","2310","445","1212","139","513","17829","3234","61","218","372","2501","83","118","30.3","12068","572"
"滋賀県","合計(百貨店＋スーパー)","2020年2月","","99","20862","1658","275","869","114","400","16242","2962","43","175","294","2378","73","108","29.9","12047","572"
"滋賀県","合計(百貨店＋スーパー)","2020年3月","","103","21294","1407","224","731","97","355","16753","3134","48","190","299","2536","61","120","29.8","12315","579"
"滋賀県","合計(百貨店＋スーパー)","2020年4月","","102","21270","1039","160","485","64","330","17541","2690","32","153","277","2205","23","88","30.2","11961","567"
"滋賀県","合計(百貨店＋スーパー)","2020年5月","","102","21571","1167","201","558","82","327","17659","2744","44","186","262","2231","21","68","30.1","11963","567"
"滋賀県","合計(百貨店＋スーパー)","2020年6月","","102","22787","2234","407","1146","144","537","17164","3390","74","259","408","2590","59","99","30.2","11948","567"
"滋賀県","合計(百貨店＋スーパー)","2020年7月","","102","22345","1863","297","918","115","534","17227","3254","54","220","346","2566","69","148","30.4","12020","567"
"滋賀県","合計(百貨店＋スーパー)","2020年8月","","102","24792","2127","347","1006","124","651","19020","3644","57","223","385","2890","88","120","30.9","12229","567"
"滋賀県","合計(百貨店＋スーパー)","2020年9月","","101","20978","1167","167","587","82","332","17050","2761","46","171","277","2227","39","133","30.5","12173","538"
"滋賀県","合計(百貨店＋スーパー)","2020年10月","","101","20843","1523","272","790","119","342","16628","2693","58","179","261","2154","41","69","30.2","12177","538"
"滋賀県","合計(百貨店＋スーパー)","2020年11月","","102","21773","1849","354","963","145","388","16780","3145","66","230","324","2481","43","102","30.1","12418","544"
"滋賀県","合計(百貨店＋スーパー)","2020年12月","","102","24390","1671","326","863","118","365","18996","3723","54","287","357","2980","45","185","30.5","12504","544"
"滋賀県","百貨店","2018年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","321","X"
"滋賀県","百貨店","2019年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","297","X"
"滋賀県","百貨店","2020年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","171","X"
"滋賀県","百貨店","2018年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","321","X"
"滋賀県","百貨店","2019年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","298","X"
"滋賀県","百貨店","2020年1～3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","298","X"
"滋賀県","百貨店","2020年4～6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","297","X"
"滋賀県","百貨店","2020年7～9月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","170","X"
"滋賀県","百貨店","2020年10～12月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","171","X"
"滋賀県","百貨店","2020年1月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","288","X"
"滋賀県","百貨店","2020年2月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","284","X"
"滋賀県","百貨店","2020年3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","298","X"
"滋賀県","百貨店","2020年4月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","301","X"
"滋賀県","百貨店","2020年5月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","298","X"
"滋賀県","百貨店","2020年6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","297","X"
"滋賀県","百貨店","2020年7月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","299","X"
"滋賀県","百貨店","2020年8月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","312","X"
"滋賀県","百貨店","2020年9月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","170","X"
"滋賀県","百貨店","2020年10月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","173","X"
"滋賀県","百貨店","2020年11月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","174","X"
"滋賀県","百貨店","2020年12月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","171","X"
"滋賀県","スーパー","2018年","","95","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11424","X"
"滋賀県","スーパー","2019年","","97","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11783","X"
"滋賀県","スーパー","2020年","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12333","X"
"滋賀県","スーパー","2018年度","","95","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11593","X"
"滋賀県","スーパー","2019年度","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12017","X"
"滋賀県","スーパー","2020年1～3月","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12017","X"
"滋賀県","スーパー","2020年4～6月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11651","X"
"滋賀県","スーパー","2020年7～9月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12003","X"
"滋賀県","スーパー","2020年10～12月","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12333","X"
"滋賀県","スーパー","2020年1月","","97","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11780","X"
"滋賀県","スーパー","2020年2月","","97","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11763","X"
"滋賀県","スーパー","2020年3月","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12017","X"
"滋賀県","スーパー","2020年4月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11660","X"
"滋賀県","スーパー","2020年5月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11665","X"
"滋賀県","スーパー","2020年6月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11651","X"
"滋賀県","スーパー","2020年7月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11721","X"
"滋賀県","スーパー","2020年8月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11917","X"
"滋賀県","スーパー","2020年9月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12003","X"
"滋賀県","スーパー","2020年10月","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12004","X"
"滋賀県","スーパー","2020年11月","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12244","X"
"滋賀県","スーパー","2020年12月","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12333","X"
"京都府","合計(百貨店＋スーパー)","2018年","","74","487028","141387","23138","80312","5820","32117","230639","115002","2984","5127","11161","81993","13738","4812","361","12681","592"
"京都府","合計(百貨店＋スーパー)","2019年","","73","485039","140534","22822","78954","6019","32738","230743","113763","3073","4919","10783","80954","14034","4341","360.2","12671","578"
"京都府","合計(百貨店＋スーパー)","2020年","","76","422253","102496","16447","57421","4283","24345","231671","88086","2417","4800","8978","64416","7475","3484","359.2","12884","597"
"京都府","合計(百貨店＋スーパー)","2018年度","","73","487281","141300","23015","80252","5827","32206","231111","114870","2976","5219","10994","82079","13601","4700","360.6","12557","588"
"京都府","合計(百貨店＋スーパー)","2019年度","","76","474648","133759","21795","74852","5840","31272","230672","110217","2998","4757","10470","78558","13434","4192","361","12914","599"
"京都府","合計(百貨店＋スーパー)","2020年1～3月","","76","109876","28990","4727","16417","1227","6620","56252","24634","582","1482","2377","17724","2469","692","89.2","12914","599"
"京都府","合計(百貨店＋スーパー)","2020年4～6月","","75","85643","15345","2659","8486","722","3478","53579","16719","441","965","1727","12906","680","611","88.4","12678","588"
"京都府","合計(百貨店＋スーパー)","2020年7～9月","","74","105583","25335","3592","14204","1058","6481","58449","21798","629","1067","2324","15937","1842","896","90.9","12550","583"
"京都府","合計(百貨店＋スーパー)","2020年10～12月","","76","121151","32825","5469","18314","1276","7765","63391","24935","765","1286","2550","17849","2485","1284","90.7","12884","597"
"京都府","合計(百貨店＋スーパー)","2020年1月","","73","41241","13171","2275","7466","525","2905","19339","8731","214","399","942","6043","1132","231","30","12598","578"
"京都府","合計(百貨店＋スーパー)","2020年2月","","72","33558","7952","1186","4506","350","1909","18212","7395","157","341","671","5464","763","193","29","12440","575"
"京都府","合計(百貨店＋スーパー)","2020年3月","","76","35076","7867","1266","4444","352","1805","18701","8508","211","742","764","6217","574","268","30.2","12914","599"
"京都府","合計(百貨店＋スーパー)","2020年4月","","75","24525","2547","380","1381","132","654","17072","4906","134","294","431","3947","100","117","29.1","12547","588"
"京都府","合計(百貨店＋スーパー)","2020年5月","","75","25489","3439","701","1811","183","743","17354","4696","110","282","457","3755","92","107","29.4","12717","588"
"京都府","合計(百貨店＋スーパー)","2020年6月","","75","35629","9360","1578","5294","407","2081","19153","7117","197","389","838","5205","489","387","29.9","12678","588"
"京都府","合計(百貨店＋スーパー)","2020年7月","","75","36272","9052","1390","4994","377","2291","19906","7314","225","387","842","5275","584","435","30.5","12692","588"
"京都府","合計(百貨店＋スーパー)","2020年8月","","75","35070","7952","1082","4478","346","2046","19869","7249","176","373","749","5367","584","236","30.5","12749","588"
"京都府","合計(百貨店＋スーパー)","2020年9月","","74","34241","8331","1120","4732","335","2144","18674","7235","228","307","732","5295","673","226","29.9","12550","583"
"京都府","合計(百貨店＋スーパー)","2020年10月","","74","36339","10245","1785","5660","409","2390","18644","7450","249","339","729","5333","800","247","30.4","12598","583"
"京都府","合計(百貨店＋スーパー)","2020年11月","","74","37992","10243","1732","5789","427","2295","19814","7935","254","392","812","5553","925","466","29.9","12607","583"
"京都府","合計(百貨店＋スーパー)","2020年12月","","76","46820","12337","1952","6864","440","3080","24933","9550","262","556","1009","6964","760","572","30.4","12884","597"
"京都府","百貨店","2018年","","4","237990","115795","17171","66962","4165","27496","58712","63483","2114","385","6958","42687","11338","4127","361.6","2496","161"
"京都府","百貨店","2019年","","4","242265","116714","17203","66653","4443","28415","60822","64730","2231","327","6730","43819","11622","3849","363.1","2373","162"
"京都府","百貨店","2020年","","4","175620","85019","12342","48807","3095","20776","47412","43188","1730","514","4964","29292","6688","3041","338.7","2264","162"
