"","","","/表頭_項目_db","事業所数","合計","衣料品計","紳士服・洋品","婦人・子供服・洋品","その他の衣料品","身の回り品","飲食料品","その他計","家具","家庭用電気機械器具","家庭用品","その他の商品","食堂・喫茶","商品券販売額","営業日数","従業者数","売場面積"
"地域_db","表側_項目_db","時間軸_db","/単位_db","店","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","日","人","千平方m"
"群馬県","百貨店","2018年","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","703","X"
"群馬県","百貨店","2019年","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","676","X"
"群馬県","百貨店","2020年","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","640","X"
"群馬県","百貨店","2018年度","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","691","X"
"群馬県","百貨店","2019年度","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","666","X"
"群馬県","百貨店","2020年1～3月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","666","X"
"群馬県","百貨店","2020年4～6月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","657","X"
"群馬県","百貨店","2020年7～9月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","647","X"
"群馬県","百貨店","2020年10～12月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","640","X"
"群馬県","百貨店","2020年1月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","671","X"
"群馬県","百貨店","2020年2月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","669","X"
"群馬県","百貨店","2020年3月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","666","X"
"群馬県","百貨店","2020年4月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","665","X"
"群馬県","百貨店","2020年5月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","660","X"
"群馬県","百貨店","2020年6月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","657","X"
"群馬県","百貨店","2020年7月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","658","X"
"群馬県","百貨店","2020年8月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","655","X"
"群馬県","百貨店","2020年9月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","647","X"
"群馬県","百貨店","2020年10月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","645","X"
"群馬県","百貨店","2020年11月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","645","X"
"群馬県","百貨店","2020年12月","","3","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","640","X"
"群馬県","スーパー","2018年","","99","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8281","X"
"群馬県","スーパー","2019年","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8896","X"
"群馬県","スーパー","2020年","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12456","X"
"群馬県","スーパー","2018年度","","100","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8398","X"
"群馬県","スーパー","2019年度","","139","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10831","X"
"群馬県","スーパー","2020年1～3月","","139","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10831","X"
"群馬県","スーパー","2020年4～6月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10929","X"
"群馬県","スーパー","2020年7～9月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11983","X"
"群馬県","スーパー","2020年10～12月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12456","X"
"群馬県","スーパー","2020年1月","","101","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8701","X"
"群馬県","スーパー","2020年2月","","102","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","8636","X"
"群馬県","スーパー","2020年3月","","139","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10831","X"
"群馬県","スーパー","2020年4月","","140","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10731","X"
"群馬県","スーパー","2020年5月","","140","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10890","X"
"群馬県","スーパー","2020年6月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10929","X"
"群馬県","スーパー","2020年7月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11085","X"
"群馬県","スーパー","2020年8月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12087","X"
"群馬県","スーパー","2020年9月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11983","X"
"群馬県","スーパー","2020年10月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12134","X"
"群馬県","スーパー","2020年11月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12069","X"
"群馬県","スーパー","2020年12月","","141","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12456","X"
"埼玉県","合計(百貨店＋スーパー)","2018年","","318","1014082","138797","26106","72983","10815","28893","696903","178382","2842","10749","14092","142516","8182","7738","363.2","33648","1533"
"埼玉県","合計(百貨店＋スーパー)","2019年","","321","1002962","131043","24419","68749","10161","27715","699735","172184","2606","10891","13141","137765","7780","6797","362.9","33348","1501"
"埼玉県","合計(百貨店＋スーパー)","2020年","","441","1257187","99643","18183","49995","8681","22784","974996","182547","2057","12350","14792","148136","5213","5832","363.8","44873","1722"
"埼玉県","合計(百貨店＋スーパー)","2018年度","","321","1014254","137932","25925","72544","10722","28741","698737","177585","2750","10730","14007","141994","8104","7596","363","32629","1537"
"埼玉県","合計(百貨店＋スーパー)","2019年度","","431","1028483","124535","23107","64971","9844","26613","731315","172633","2515","10770","13011","138769","7569","6561","363.7","40679","1702"
"埼玉県","合計(百貨店＋スーパー)","2020年1～3月","","431","270172","27789","4825","15068","2131","5765","199731","42653","495","2641","3238","34598","1680","1347","90","40679","1702"
"埼玉県","合計(百貨店＋スーパー)","2020年4～6月","","432","312855","17961","3591","8958","1552","3860","254100","40795","369","3034","3357","33455","579","1210","90.7","40662","1694"
"埼玉県","合計(百貨店＋スーパー)","2020年7～9月","","434","325908","24015","3936","11509","2150","6421","254358","47535","555","3169","3921","38466","1424","1417","91.5","41649","1698"
"埼玉県","合計(百貨店＋スーパー)","2020年10～12月","","441","348252","29879","5832","14460","2848","6739","266808","51565","637","3506","4276","41617","1530","1858","91.6","44873","1722"
"埼玉県","合計(百貨店＋スーパー)","2020年1月","","321","81720","11411","2184","5933","866","2430","56474","13835","180","908","1075","10960","713","442","30.4","32217","1501"
"埼玉県","合計(百貨店＋スーパー)","2020年2月","","322","78152","7552","1324","3967","628","1633","57580","13019","165","728","922","10655","549","383","28.7","31708","1501"
"埼玉県","合計(百貨店＋スーパー)","2020年3月","","431","110300","8825","1317","5168","637","1703","85676","15798","151","1005","1241","12984","418","523","30.9","40679","1702"
"埼玉県","合計(百貨店＋スーパー)","2020年4月","","430","97752","2900","515","1545","275","565","83432","11419","73","810","832","9639","65","260","29.9","39653","1700"
"埼玉県","合計(百貨店＋スーパー)","2020年5月","","432","105231","4865","1032","2441","467","925","87121","13245","102","1037","1046","10960","100","290","30.8","40969","1708"
"埼玉県","合計(百貨店＋スーパー)","2020年6月","","432","109872","10196","2045","4972","810","2370","83546","16130","194","1186","1479","12856","414","661","30","40662","1694"
"埼玉県","合計(百貨店＋スーパー)","2020年7月","","434","108864","8516","1472","4027","762","2256","84620","15727","185","1134","1323","12666","419","612","30.8","41484","1697"
"埼玉県","合計(百貨店＋スーパー)","2020年8月","","435","112450","7770","1256","3705","671","2137","88454","16226","200","1139","1295","13074","518","409","30.9","42377","1701"
"埼玉県","合計(百貨店＋スーパー)","2020年9月","","434","104594","7729","1207","3778","717","2027","81284","15582","170","896","1302","12727","487","396","29.8","41649","1698"
"埼玉県","合計(百貨店＋スーパー)","2020年10月","","436","105821","9649","1825","4863","875","2086","81542","14630","195","944","1252","11743","496","353","30.9","42266","1705"
"埼玉県","合計(百貨店＋スーパー)","2020年11月","","437","108207","9856","1968","4838","917","2133","82226","16125","216","1130","1313","12961","505","615","29.8","42216","1713"
"埼玉県","合計(百貨店＋スーパー)","2020年12月","","441","134224","10374","2039","4760","1056","2520","103040","20810","225","1432","1711","16912","530","890","30.9","44873","1722"
"埼玉県","百貨店","2018年","","16","197245","77149","10705","42449","5506","18489","66623","53473","1741","801","4934","38530","7467","4388","358.1","3427","295"
"埼玉県","百貨店","2019年","","16","187674","72152","9701","39530","5016","17905","64061","51461","1602","805","4657","37348","7050","3739","356.7","3099","295"
"埼玉県","百貨店","2020年","","15","150238","53045","7016","27646","4301","14082","57248","39945","1169","936","3829","29308","4704","2754","352.6","2973","282"
"埼玉県","百貨店","2018年度","","16","195497","76452","10555","42050","5423","18424","66028","53016","1648","812","4849","38307","7400","4309","358","3336","295"
"埼玉県","百貨店","2019年度","","15","181299","68272","9103","37144","4857","17169","63163","49864","1559","805","4502","36150","6848","3548","357.2","2978","282"
"埼玉県","百貨店","2020年1～3月","","15","41403","16326","2086","9268","1149","3822","13978","11099","302","175","1023","8076","1523","575","88","2978","282"
"埼玉県","百貨店","2020年4～6月","","15","23807","7397","1008","4104","545","1739","10874","5536","152","234","544","4115","490","542","83.9","2935","282"
"埼玉県","百貨店","2020年7～9月","","15","37174","13000","1588","6277","1166","3969","13454","10720","358","248","1010","7806","1299","676","89.3","2933","282"
"埼玉県","百貨店","2020年10～12月","","15","47854","16322","2333","7997","1440","4551","18941","12591","357","279","1252","9311","1392","962","91.4","2973","282"
"埼玉県","百貨店","2020年1月","","16","15462","6759","968","3696","462","1633","4696","4007","101","59","365","2827","655","179","29.9","3057","295"
"埼玉県","百貨店","2020年2月","","16","12407","4141","532","2214","329","1066","4745","3521","111","52","295","2566","497","184","27.4","2987","295"
"埼玉県","百貨店","2020年3月","","15","13534","5426","586","3358","359","1124","4537","3571","90","64","363","2683","371","212","30.7","2978","282"
"埼玉県","百貨店","2020年4月","","15","4061","892","77","601","64","150","2447","723","28","63","62","529","40","48","27.5","2829","282"
"埼玉県","百貨店","2020年5月","","15","5016","1172","137","717","85","233","2787","1058","20","74","115","777","73","91","27","2830","282"
"埼玉県","百貨店","2020年6月","","15","14729","5334","794","2787","396","1357","5640","3755","104","98","368","2809","377","402","29.4","2935","282"
"埼玉県","百貨店","2020年7月","","15","12958","4575","597","2213","410","1354","5028","3355","110","93","338","2436","379","337","29.8","2962","282"
"埼玉県","百貨店","2020年8月","","15","11932","3988","473","1895","342","1277","4247","3697","135","87","301","2700","474","176","29.8","2954","282"
"埼玉県","百貨店","2020年9月","","15","12284","4438","518","2169","414","1338","4178","3668","113","68","371","2670","446","163","29.7","2933","282"
"埼玉県","百貨店","2020年10月","","15","13158","5178","716","2699","439","1325","4371","3609","107","75","355","2621","450","155","30.8","2933","282"
"埼玉県","百貨店","2020年11月","","15","15368","5252","760","2630","453","1409","6060","4056","127","82","389","2998","460","348","29.7","2948","282"
"埼玉県","百貨店","2020年12月","","15","19329","5892","857","2668","549","1818","8511","4926","123","122","507","3692","482","459","30.9","2973","282"
"埼玉県","スーパー","2018年","","302","816837","61648","15401","30534","5309","10405","630280","124909","1101","9947","9158","103986","716","3350","363.4","30221","1238"
"埼玉県","スーパー","2019年","","305","815288","58891","14717","29219","5144","9810","635674","120723","1004","10086","8485","100418","731","3058","363.1","30249","1206"
"埼玉県","スーパー","2020年","","426","1106949","46598","11167","22349","4379","8702","917749","142602","888","11414","10962","118828","509","3078","364.3","41900","1440"
"埼玉県","スーパー","2018年度","","305","818757","61480","15370","30494","5299","10317","632708","124569","1101","9919","9158","103687","704","3288","363.2","29293","1242"
"埼玉県","スーパー","2019年度","","416","847184","56263","14004","27827","4988","9443","668152","122769","956","9965","8509","102618","721","3013","364.1","37701","1420"
"埼玉県","スーパー","2020年1～3月","","416","228769","11463","2738","5800","981","1943","185752","31554","193","2466","2215","26522","157","772","90.2","37701","1420"
"埼玉県","スーパー","2020年4～6月","","417","289048","10564","2583","4854","1007","2121","243225","35259","217","2800","2812","29341","89","669","90.9","37727","1412"
"埼玉県","スーパー","2020年7～9月","","419","288734","11015","2347","5233","984","2452","240904","36815","197","2921","2911","30660","125","741","91.6","38716","1415"
"埼玉県","スーパー","2020年10～12月","","426","300398","13557","3499","6463","1408","2187","247867","38974","280","3227","3024","32306","138","896","91.6","41900","1440"
"埼玉県","スーパー","2020年1月","","305","66259","4653","1215","2236","404","797","51778","9828","79","849","710","8132","58","263","30.5","29160","1206"
"埼玉県","スーパー","2020年2月","","306","65745","3411","792","1754","299","567","52836","9498","54","676","627","8089","52","199","28.8","28721","1206"
"埼玉県","スーパー","2020年3月","","416","96766","3399","731","1810","278","579","81139","12228","61","941","878","10301","47","311","30.9","37701","1420"
"埼玉県","スーパー","2020年4月","","415","93691","2009","438","944","211","416","80985","10697","45","748","770","9110","25","211","30","36824","1418"
"埼玉県","スーパー","2020年5月","","417","100215","3693","895","1724","382","692","84334","12187","82","964","931","10183","27","199","30.9","38139","1425"
"埼玉県","スーパー","2020年6月","","417","95143","4862","1250","2185","413","1013","77906","12375","90","1088","1111","10047","37","259","30","37727","1412"
"埼玉県","スーパー","2020年7月","","419","95905","3942","875","1814","351","902","79592","12371","76","1041","986","10230","40","275","30.9","38522","1415"
"埼玉県","スーパー","2020年8月","","420","100518","3782","783","1809","330","860","84207","12529","65","1052","994","10374","44","233","30.9","39423","1418"
"埼玉県","スーパー","2020年9月","","419","92310","3291","689","1609","303","690","77106","11914","56","828","932","10056","41","233","29.8","38716","1415"
"埼玉県","スーパー","2020年10月","","421","92663","4471","1109","2164","437","762","77171","11021","88","868","897","9122","46","197","30.9","39333","1423"
"埼玉県","スーパー","2020年11月","","422","92840","4604","1209","2207","464","724","76166","12069","90","1048","923","9963","45","267","29.8","39268","1431"
"埼玉県","スーパー","2020年12月","","426","114895","4482","1182","2092","507","702","94530","15884","102","1310","1203","13221","47","432","30.9","41900","1440"
"千葉県","合計(百貨店＋スーパー)","2018年","","241","887008","127495","24062","61426","7635","34372","583179","176333","3314","9570","13957","143973","5519","7095","363.6","26926","1312"
"千葉県","合計(百貨店＋スーパー)","2019年","","245","873850","114913","21583","55317","6812","31200","587742","171195","2904","9852","13273","140026","5141","6670","363.9","27119","1309"
"千葉県","合計(百貨店＋スーパー)","2020年","","279","942330","88812","16004","40705","5632","26471","689424","164095","2327","9736","14542","133852","3638","5364","363.6","31534","1354"
"千葉県","合計(百貨店＋スーパー)","2018年度","","239","874829","118993","22639","57793","6928","31633","582977","172859","3089","9634","13333","141742","5062","6948","363.7","26116","1294"
"千葉県","合計(百貨店＋スーパー)","2019年度","","276","881872","110625","20736","52859","6615","30415","601022","170224","2775","9594","13247","139613","4996","6455","364.3","29031","1362"
"千葉県","合計(百貨店＋スーパー)","2020年1～3月","","276","219296","24241","4335","11869","1343","6693","154423","40633","554","2286","3069","33631","1094","1270","90","29031","1362"
"千葉県","合計(百貨店＋スーパー)","2020年4～6月","","277","226328","16226","3228","7606","1091","4301","175166","34936","389","2349","3404","28356","437","1095","90.2","29034","1352"
"千葉県","合計(百貨店＋スーパー)","2020年7～9月","","278","239126","21705","3377","9405","1371","7553","174787","42633","663","2572","3919","34458","1021","1284","91.8","29811","1351"
"千葉県","合計(百貨店＋スーパー)","2020年10～12月","","279","257581","26640","5065","11825","1827","7924","185047","45893","721","2529","4151","37407","1085","1715","91.6","31534","1354"
"千葉県","合計(百貨店＋スーパー)","2020年1月","","245","71608","10265","1986","4827","571","2883","47562","13781","243","844","1008","11228","458","437","30.4","26088","1309"
"千葉県","合計(百貨店＋スーパー)","2020年2月","","242","67919","6860","1182","3357","368","1953","48065","12994","165","668","876","10931","354","355","28.8","25516","1281"
"千葉県","合計(百貨店＋スーパー)","2020年3月","","276","79769","7115","1168","3685","405","1857","58797","13857","146","773","1185","11471","282","478","30.8","29031","1362"
"千葉県","合計(百貨店＋スーパー)","2020年4月","","276","69815","2558","475","1360","180","543","57540","9716","82","615","916","8049","54","205","29.7","28270","1354"
"千葉県","合計(百貨店＋スーパー)","2020年5月","","277","75439","4560","968","2248","356","989","59804","11075","110","798","1074","9014","80","277","30.6","29301","1356"
"千葉県","合計(百貨店＋スーパー)","2020年6月","","277","81074","9108","1785","3999","555","2769","57822","14144","197","937","1414","11293","304","613","29.9","29034","1352"
"千葉県","合計(百貨店＋スーパー)","2020年7月","","278","81235","7950","1310","3377","512","2751","58794","14491","227","990","1313","11631","331","567","31","29572","1354"
"千葉県","合計(百貨店＋スーパー)","2020年8月","","278","82365","7196","1105","3088","447","2557","60412","14757","218","907","1392","11881","358","367","31","30303","1351"
"千葉県","合計(百貨店＋スーパー)","2020年9月","","278","75526","6559","962","2940","412","2246","55581","13385","219","674","1214","10946","333","350","29.8","29811","1351"
"千葉県","合計(百貨店＋スーパー)","2020年10月","","278","78166","8439","1553","3945","581","2361","56491","13236","228","703","1231","10725","349","344","30.9","30292","1349"
"千葉県","合計(百貨店＋スーパー)","2020年11月","","280","80360","8685","1717","3888","589","2492","57353","14322","235","803","1248","11685","351","590","29.8","30269","1353"
"千葉県","合計(百貨店＋スーパー)","2020年12月","","279","99055","9516","1795","3992","657","3071","71203","18336","257","1023","1672","14998","385","780","30.9","31534","1354"
"千葉県","百貨店","2018年","","5","181230","68951","8848","32192","3525","24386","59990","52289","2115","47","4031","40904","5192","3599","364.2","1676","140"
"千葉県","百貨店","2019年","","5","164683","59113","7264","27087","2786","21976","56967","48603","1847","38","3476","38428","4814","3344","363.6","1529","140"
"千葉県","百貨店","2020年","","5","130386","42991","4763","18301","2121","17806","50041","37354","1262","86","2726","29893","3388","2628","365","1534","143"
"千葉県","百貨店","2018年度","","5","167611","61110","7667","28728","2863","21852","57581","48919","1921","36","3526","38683","4754","3483","364.4","1615","140"
"千葉県","百貨店","2019年度","","5","159372","56288","6869","25349","2663","21408","55867","47217","1748","51","3337","37408","4673","3261","364.4","1468","140"
"千葉県","百貨店","2020年1～3月","","5","35072","12690","1539","5823","556","4772","12190","10192","337","23","682","8126","1023","550","90.4","1468","140"
"千葉県","百貨店","2020年4～6月","","5","20137","6044","703","2788","296","2257","9275","4818","147","22","387","3882","380","507","90.8","1467","140"
"千葉県","百貨店","2020年7～9月","","5","33115","10778","974","4210","571","5023","11875","10463","406","23","753","8319","962","638","91.8","1481","140"
"千葉県","百貨店","2020年10～12月","","5","42062","13479","1547","5479","699","5754","16702","11881","372","18","905","9565","1022","933","92","1534","143"
"千葉県","百貨店","2020年1月","","5","13500","5638","749","2561","239","2090","4129","3732","154","4","270","2870","433","177","30.6","1521","140"
"千葉県","百貨店","2020年2月","","5","11243","3569","410","1585","156","1416","4297","3377","109","14","206","2718","331","155","28.8","1510","140"
"千葉県","百貨店","2020年3月","","5","10329","3483","379","1677","161","1266","3764","3082","74","5","205","2539","259","218","31","1468","140"
"千葉県","百貨店","2020年4月","","5","3258","631","54","405","28","144","2017","610","28","5","38","503","36","42","29.8","1456","140"
"千葉県","百貨店","2020年5月","","5","4571","1160","137","590","53","380","2496","915","25","8","95","726","61","103","31","1541","140"
"千葉県","百貨店","2020年6月","","5","12308","4252","512","1792","215","1733","4762","3294","94","9","254","2653","284","362","30","1467","140"
"千葉県","百貨店","2020年7月","","5","11939","3900","392","1522","211","1775","4559","3480","132","4","240","2792","311","324","31","1472","140"
"千葉県","百貨店","2020年8月","","5","10591","3440","297","1287","179","1677","3653","3498","125","5","303","2728","337","156","30.8","1468","140"
"千葉県","百貨店","2020年9月","","5","10585","3437","285","1401","181","1570","3663","3485","149","13","210","2799","314","159","30","1481","140"
"千葉県","百貨店","2020年10月","","5","11776","4130","447","1858","222","1603","4162","3484","112","8","255","2780","329","167","31","1482","140"
"千葉県","百貨店","2020年11月","","5","13358","4319","510","1811","221","1777","5231","3808","126","6","257","3089","331","346","30","1476","140"
"千葉県","百貨店","2020年12月","","5","16928","5030","591","1811","255","2374","7309","4589","134","4","393","3696","363","420","31","1534","143"
"千葉県","スーパー","2018年","","236","705778","58544","15214","29234","4110","9986","523190","124044","1199","9523","9926","103069","327","3496","363.6","25250","1171"
"千葉県","スーパー","2019年","","240","709167","55800","14319","28231","4026","9225","530775","122592","1057","9814","9797","101598","327","3327","363.9","25590","1169"
"千葉県","スーパー","2020年","","274","811944","45821","11241","22405","3510","8665","639383","126740","1065","9650","11816","103959","250","2736","363.6","30000","1210"
"千葉県","スーパー","2018年度","","234","707218","57883","14972","29066","4065","9780","525396","123939","1168","9598","9807","103059","308","3465","363.8","24501","1154"
"千葉県","スーパー","2019年度","","271","722499","54337","13867","27510","3953","9007","545155","123008","1027","9542","9909","102204","324","3194","364.3","27563","1222"
"千葉県","スーパー","2020年1～3月","","271","184224","11550","2796","6046","787","1921","142233","30441","217","2263","2387","25504","70","720","90","27563","1222"
"千葉県","スーパー","2020年4～6月","","272","206191","10182","2525","4818","795","2044","165892","30117","242","2327","3017","24474","57","588","90.2","27567","1211"
"千葉県","スーパー","2020年7～9月","","273","206010","10928","2402","5195","800","2530","162913","32170","257","2549","3166","26138","59","646","91.8","28330","1211"
"千葉県","スーパー","2020年10～12月","","274","215518","13161","3517","6345","1128","2170","168345","34012","349","2511","3246","27842","63","782","91.6","30000","1210"
"千葉県","スーパー","2020年1月","","240","58108","4627","1236","2266","332","793","43433","10049","89","840","738","8358","24","260","30.4","24567","1169"
"千葉県","スーパー","2020年2月","","237","56676","3292","772","1772","211","537","43768","9617","56","655","670","8214","23","200","28.8","24006","1141"
"千葉県","スーパー","2020年3月","","271","69439","3632","788","2008","244","591","55033","10775","71","768","980","8932","23","260","30.8","27563","1222"
"千葉県","スーパー","2020年4月","","271","66557","1926","421","954","152","399","55524","9107","54","610","879","7547","18","162","29.7","26814","1213"
"千葉県","スーパー","2020年5月","","272","70868","3400","831","1658","302","609","57308","10160","84","790","979","8288","20","174","30.6","27760","1216"
"千葉県","スーパー","2020年6月","","272","68766","4855","1274","2206","340","1036","53060","10850","103","928","1159","8640","19","252","29.9","27567","1211"
"千葉県","スーパー","2020年7月","","273","69296","4049","917","1855","300","976","54236","11011","95","986","1072","8839","20","243","31","28100","1213"
"千葉県","スーパー","2020年8月","","273","71774","3756","807","1801","268","879","56759","11259","93","903","1090","9153","21","211","31","28835","1211"
"千葉県","スーパー","2020年9月","","273","64940","3123","677","1539","231","675","51918","9900","70","661","1004","8147","19","192","29.8","28330","1211"
"千葉県","スーパー","2020年10月","","273","66390","4309","1107","2086","359","758","52329","9752","117","695","976","7945","20","178","30.9","28810","1209"
"千葉県","スーパー","2020年11月","","275","67002","4366","1206","2077","368","715","52122","10513","109","797","991","8596","20","244","29.8","28793","1213"
"千葉県","スーパー","2020年12月","","274","82126","4485","1204","2182","402","697","63894","13747","124","1019","1279","11302","23","360","30.9","30000","1210"
"東京都","合計(百貨店＋スーパー)","2018年","","377","3139146","914773","164069","423182","43990","283533","1360042","864331","25752","28139","71995","698685","39760","40396","363.4","58240","2477"
"東京都","合計(百貨店＋スーパー)","2019年","","375","3103357","880129","157730","403134","42408","276857","1365384","857844","23408","30327","66956","699643","37511","35996","363.6","57377","2432"
"東京都","合計(百貨店＋スーパー)","2020年","","420","2746026","592806","108959","260086","30990","192771","1479268","673952","20707","28051","68402","536842","19949","28671","362.3","61698","2470"
"東京都","合計(百貨店＋スーパー)","2018年度","","377","3133566","908794","162747","419589","43624","282834","1363936","860836","24977","27900","69597","699133","39229","39678","363.4","56335","2474"
"東京都","合計(百貨店＋スーパー)","2019年度","","420","3052951","834935","151342","379343","40898","263351","1383679","834337","23126","29795","66269","679810","35337","34731","364.3","60089","2505"
"東京都","合計(百貨店＋スーパー)","2020年1～3月","","420","703998","181192","32523","84555","8542","55572","340650","182156","5146","6552","15770","147799","6890","5887","90","60089","2505"
"東京都","合計(百貨店＋スーパー)","2020年4～6月","","419","566015","87596","16588","36602","5262","29144","354151","124267","4567","6415","14594","96744","1947","5589","88.8","60350","2482"
"東京都","合計(百貨店＋スーパー)","2020年7～9月","","418","678597","140458","24013","59710","7367","49367","366935","171204","5385","6676","18422","135535","5186","6885","91.8","60516","2472"
"東京都","合計(百貨店＋スーパー)","2020年10～12月","","420","797416","183560","35835","79220","9818","58687","417532","196324","5610","8408","19616","156764","5926","10310","91.7","61698","2470"
"東京都","合計(百貨店＋スーパー)","2020年1月","","374","251386","79537","14848","36689","3514","24487","106200","65649","1576","2264","5454","53344","3011","1887","30.3","56158","2422"
"東京都","合計(百貨店＋スーパー)","2020年2月","","374","219090","51125","9143","23103","2502","16376","109044","58921","1725","2239","4810","47852","2295","1621","28.9","55457","2422"
"東京都","合計(百貨店＋スーパー)","2020年3月","","420","233522","50529","8531","24762","2526","14709","125406","57586","1845","2049","5506","46603","1584","2379","30.8","60089","2505"
"東京都","合計(百貨店＋スーパー)","2020年4月","","418","155340","13209","2305","4909","982","5014","109853","32278","1505","1987","4038","24570","178","537","28.9","58744","2488"
"東京都","合計(百貨店＋スーパー)","2020年5月","","416","166821","17676","3182","7240","1289","5965","114712","34433","1453","2222","4299","26200","258","828","30","59691","2488"
"東京都","合計(百貨店＋スーパー)","2020年6月","","419","243853","56711","11101","24453","2991","18165","129586","57556","1609","2206","6257","45974","1510","4224","29.9","60350","2482"
"東京都","合計(百貨店＋スーパー)","2020年7月","","419","236495","48870","8602","20375","2633","17260","131105","56520","1909","2277","6158","44639","1538","3383","30.9","60825","2482"
"東京都","合計(百貨店＋スーパー)","2020年8月","","419","220450","43426","7138","18180","2344","15764","120803","56221","1544","2258","5910","44703","1807","1865","30.9","60801","2479"
"東京都","合計(百貨店＋スーパー)","2020年9月","","418","221652","48162","8273","21156","2390","16343","115027","58463","1932","2141","6355","46194","1841","1637","30","60516","2472"
"東京都","合計(百貨店＋スーパー)","2020年10月","","418","232468","58229","11476","26493","3090","17170","116946","57293","1653","2146","6047","45486","1962","1830","30.9","60665","2469"
"東京都","合計(百貨店＋スーパー)","2020年11月","","419","252152","57945","11444","25319","3175","18007","131536","62671","1922","3408","5849","49560","1932","3766","29.9","60716","2468"
"東京都","合計(百貨店＋スーパー)","2020年12月","","420","312796","67386","12916","27407","3553","23510","169050","76359","2034","2855","7719","61718","2033","4714","30.9","61698","2470"
"東京都","百貨店","2018年","","32","1892784","816848","141964","375710","35219","263956","479647","596289","23380","9711","51394","473437","38368","37623","363.7","19989","1073"
"東京都","百貨店","2019年","","31","1861880","788926","137179","358675","33794","259278","477049","595904","21379","12080","46978","479177","36291","33346","362.9","19178","1041"
"東京都","百貨店","2020年","","31","1336694","518350","92361","224781","23237","177971","397604","420741","18773","11519","38279","333018","19152","26458","348.4","18095","1021"
"東京都","百貨店","2018年度","","32","1883454","812538","141014","372761","34966","263797","477766","593150","22646","9602","49432","473614","37856","36896","363.9","19440","1073"
"東京都","百貨店","2019年度","","31","1787783","746508","131463","336317","32370","246358","468823","572452","21167","11785","45108","460228","34164","32207","363.5","18669","1041"
"東京都","百貨店","2020年1～3月","","31","381184","163094","28655","75597","6806","52036","98720","119370","4729","2347","9958","95719","6616","5285","89.6","18669","1041"
"東京都","百貨店","2020年4～6月","","31","203465","70478","12679","28694","3408","25697","70135","62852","4044","2342","6649","48035","1782","5140","74.9","18509","1026"
"東京都","百貨店","2020年7～9月","","31","323390","122515","20351","51261","5554","45350","92464","108411","4944","2725","10278","85456","5007","6373","91.9","18303","1021"
"東京都","百貨店","2020年10～12月","","31","428656","162263","30676","69230","7468","54888","136284","130108","5056","4105","11394","103808","5746","9660","92","18095","1021"
